tab	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
Yiming Zhang	This study		1.2	204.3	39.7	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-26 16:45:01	3.64e-08	4.06e-10	6.73e-10	2.24e-10	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-750	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	750	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	7	573
Yiming Zhang	This study		0.9	208.9	38.7	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-27 14:22:21	3.39e-08	3.87e-10	3.36e-10	2.4e-10	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-751	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	751	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	8	673
Yiming Zhang	This study		0.8	207.2	39.8	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-28 14:21:07	3.41e-08	3.29e-10	2.97e-10	2.2700000000000002e-10	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-752	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	752	AX15-2a	u	0	0.0	0.0	-90.0	9	673
Yiming Zhang	This study		1.1	208.0	39.7	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-29 12:54:28	3.33e-08	5.95e-10	3.07e-10	2.36e-10	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-753	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	753	AX15-2a	u	0	0.0	0.0	-90.0	10	698
Yiming Zhang	This study		0.8	206.5	38.9	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-29 17:01:37	3.2900000000000003e-08	3.44e-10	3.11e-10	2.3e-10	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-754	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	754	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	11	573
Yiming Zhang	This study		0.7	205.5	37.6	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-30 12:53:43	3.17e-08	3.12e-10	2.73e-10	2.25e-10	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-755	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	755	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	12	698
Yiming Zhang	This study		2.3	205.6	36.7	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-30 18:00:05	3.15e-08	1.71e-09	5.01e-10	2.25e-10	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-756	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	756	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	13	723
Yiming Zhang	This study		1.1	205.7	38.3	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-31 19:11:39	3.12e-08	1.73e-10	5.06e-10	3.4e-10	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-757	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	757	AX15-2a	u	0	0.0	0.0	-90.0	14	723
Yiming Zhang	This study		1.2	206.4	38.1	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-01 11:54:10	3.07e-08	3.6e-10	5.1e-10	3.09e-10	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-758	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	758	AX15-2a	u	0	0.0	0.0	-90.0	15	748
Yiming Zhang	This study		1.1	208.2	36.8	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-01 15:35:49	3.03e-08	5.07e-10	5.06e-10	1.6199999999999998e-10	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-759	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	759	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	16	698
Yiming Zhang	This study		1.1	205.4	36.3	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-02 10:59:54	2.97e-08	3.6e-10	5.18e-10	1.56e-10	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-760	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	760	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	17	748
Yiming Zhang	This study		1.2	210.7	35.2	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-02 15:14:07	2.8599999999999998e-08	4.95e-10	5.24e-10	1.48e-10	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-761	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	761	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	18	773
Yiming Zhang	This study		1.2	205.4	37.7	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-03 12:51:58	2.94e-08	4.71e-10	5.37e-10	1.4e-10	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-762	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	762	AX15-2a	u	0	0.0	0.0	-90.0	19	773
Yiming Zhang	This study		1.2	210.2	38.0	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-03 17:19:58	2.8999999999999998e-08	5.07e-10	5.510000000000001e-10	1.32e-10	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-763	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	763	AX15-2a	u	0	0.0	0.0	-90.0	20	793
Yiming Zhang	This study		1.3	205.2	35.5	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-14 13:29:29	2.8e-08	5.08e-10	5.67e-10	1.31e-10	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-764	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	764	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	21	748
Yiming Zhang	This study		1.2	203.4	34.2	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-18 12:31:27	2.71e-08	5.78e-10	2.42e-10	2.06e-10	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-765	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	765	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	22	793
Yiming Zhang	This study		1.2	207.6	32.9	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-18 16:22:28	2.58e-08	5.800000000000001e-10	2.35e-10	1.5900000000000002e-10	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-766	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	766	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	23	803
Yiming Zhang	This study		1.2	204.5	37.5	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-19 12:39:30	2.75e-08	5.72e-10	2.58e-10	1.7e-10	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-767	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	767	AX15-2a	u	0	0.0	0.0	-90.0	24	803
Yiming Zhang	This study		1.6	208.7	37.8	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-19 16:08:55	2.65e-08	6.33e-10	4.34e-10	1.6199999999999998e-10	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-768	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	768	AX15-2a	u	0	0.0	0.0	-90.0	25	813
Yiming Zhang	This study		1.7	205.8	30.9	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-20 12:44:36	2.4199999999999998e-08	6.26e-10	4.4100000000000003e-10	1.79e-10	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-769	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	769	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	26	793
Yiming Zhang	This study		1.9	206.0	26.2	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-20 16:45:11	2.18e-08	6.06e-10	4.83e-10	1.66e-10	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-770	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	770	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	27	813
Yiming Zhang	This study		1.1	204.9	18.1	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-21 10:42:10	1.86e-08	4.03e-10	2.11e-10	1.41e-10	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-771	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	771	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	28	823
Yiming Zhang	This study		1.0	205.4	35.8	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-21 14:11:11	2.2200000000000004e-08	3.87e-10	2.18e-10	1.6099999999999999e-10	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-772	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	772	AX15-2a	u	0	0.0	0.0	-90.0	29	823
Yiming Zhang	This study		0.9	210.3	36.8	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-21 17:45:32	2e-08	3.49e-10	1.55e-10	1.4699999999999998e-10	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-773	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	773	AX15-2a	u	0	0.0	0.0	-90.0	30	828
Yiming Zhang	This study		1.1	204.1	11.3	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-22 12:44:04	1.6399999999999998e-08	3.67e-10	1.74e-10	1.2200000000000002e-10	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-774	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	774	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	31	813
Yiming Zhang	This study		1.3	202.0	-2.8	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-23 09:52:14	1.44e-08	3.52e-10	1.79e-10	1.03e-10	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-775	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	775	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	32	828
Yiming Zhang	This study		1.3	202.6	-25.9	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-23 14:12:03	1.23e-08	2.8e-10	1.3899999999999999e-10	6.86e-11	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-776	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	776	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	33	833
Yiming Zhang	This study		1.1	207.8	36.8	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-24 09:07:55	1.05e-08	2.36e-10	8.29e-11	7.02e-11	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-777	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	777	AX15-2a	u	0	0.0	0.0	-90.0	34	833
Yiming Zhang	This study		1.0	207.7	36.6	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-24 12:56:27	9.66e-09	1.76e-10	8.82e-11	6.93e-11	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-778	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	778	AX15-2a	u	0	0.0	0.0	-90.0	35	835
Yiming Zhang	This study		1.1	205.0	-53.9	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-24 16:53:29	1.23e-08	2.13e-10	1.0500000000000001e-10	2.8999999999999997e-11	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-779	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	779	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	36	828
Yiming Zhang	This study		1.0	196.1	-57.1	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-25 12:41:02	1.42e-08	2.18e-10	1.1599999999999999e-10	3.6299999999999994e-11	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-780	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	780	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	37	835
Yiming Zhang	This study		0.6	179.1	-71.2	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-25 16:36:12	1.8e-08	1.5900000000000002e-10	1.34e-10	1.7899999999999998e-11	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-781	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	781	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	38	837
Yiming Zhang	This study		1.2	206.3	34.9	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-26 14:32:10	3.6099999999999997e-09	8.080000000000001e-11	3.65e-11	2.6100000000000002e-11	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-782	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	782	AX15-2a	u	0	0.0	0.0	-90.0	39	837
Yiming Zhang	This study		1.1	206.8	35.5	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-26 17:47:56	3.5700000000000003e-09	7.640000000000002e-11	3.6e-11	2.51e-11	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-783	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	783	AX15-2a	u	0	0.0	0.0	-90.0	40	839
Yiming Zhang	This study		0.5	180.1	-79.0	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-27 10:57:22	1.97e-08	1.48e-10	1.0500000000000001e-10	1.25e-11	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-784	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	784	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	41	835
Yiming Zhang	This study		0.4	183.1	-83.0	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-27 14:43:48	2.06e-08	1.19e-10	9.290000000000001e-11	3.52e-11	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-785	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	785	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	42	839
Yiming Zhang	This study		0.4	177.8	-86.0	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-28 11:02:00	2.2200000000000004e-08	1.25e-10	1.0500000000000001e-10	2.86e-11	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-786	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	786	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	43	843
Yiming Zhang	This study		1.2	204.5	29.6	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-28 17:10:49	2.57e-09	6.36e-11	2.7199999999999997e-11	1.81e-11	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-787	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	787	AX15-2a	u	0	0.0	0.0	-90.0	44	843
Yiming Zhang	This study		1.2	202.9	32.6	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-29 10:43:02	2.7300000000000003e-09	6.6e-11	3.14e-11	1.97e-11	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-788	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	788	AX15-2a	u	0	0.0	0.0	-90.0	45	848
Yiming Zhang	This study		0.3	142.0	-85.9	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-29 14:20:31	2.36e-08	1.0699999999999999e-10	9.79e-11	5.64e-11	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-789	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	789	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	46	839
Yiming Zhang	This study		0.4	177.6	-84.1	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-30 10:56:15	2.4300000000000003e-08	1.3899999999999999e-10	1.15e-10	1.73e-11	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-790	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	790	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	47	848
Yiming Zhang	This study		0.3	145.7	-85.1	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-30 14:49:49	2.49e-08	1.0500000000000001e-10	1.08e-10	3.07e-11	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-791	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	791	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	48	853
Yiming Zhang	This study		1.2	210.3	33.0	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-31 10:41:37	2.1899999999999997e-09	5.3e-11	2.0600000000000002e-11	1.63e-11	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-792	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	792	AX15-2a	u	0	0.0	0.0	-90.0	49	853
Yiming Zhang	This study		1.1	204.1	32.7	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-31 14:15:50	2.0499999999999997e-09	4.5e-11	2.14e-11	1.4199999999999998e-11	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-793	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	793	AX15-2a	u	0	0.0	0.0	-90.0	50	858
Yiming Zhang	This study		0.4	149.7	-85.9	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-31 18:03:16	2.65e-08	1.26e-10	1.2e-10	2.2999999999999998e-11	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-794	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	794	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	51	848
Yiming Zhang	This study		0.4	142.6	-86.0	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-02-01 12:55:36	2.71e-08	1.21e-10	1.23e-10	2.6100000000000002e-11	4	273	AX15-2a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-795	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	795	AX15-2a	u	0	2.9999999999999997e-05	0.0	-90.0	52	858
Yiming Zhang	This study		0.9	199.8	49.2	AX15-3a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-20 12:35:35	2.7799999999999997e-08	4.13e-10	2.57e-10	1.0699999999999999e-10	4	273	AX15-3a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-796	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	796	AX15-3a	u	0	0.0	0.0	-90.0	0	273
Yiming Zhang	This study		0.9	205.9	49.4	AX15-3a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-21 13:50:23	2.7799999999999997e-08	4.51e-10	2.22e-10	1.1599999999999999e-10	4	273	AX15-3a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-797	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	797	AX15-3a	u	0	0.0	0.0	-90.0	1	373
Yiming Zhang	This study		0.9	200.8	49.4	AX15-3a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-22 14:06:17	2.7799999999999997e-08	4.3499999999999995e-10	2.62e-10	1.0699999999999999e-10	4	273	AX15-3a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-798	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	798	AX15-3a	u	0	2.9999999999999997e-05	0.0	-90.0	2	373
Yiming Zhang	This study		0.9	199.8	49.7	AX15-3a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-23 12:49:07	2.65e-08	3.9100000000000005e-10	2.67e-10	1.09e-10	4	273	AX15-3a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-799	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	799	AX15-3a	u	0	2.9999999999999997e-05	0.0	-90.0	3	473
Yiming Zhang	This study		0.9	197.3	50.9	AX15-3a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-24 13:45:05	2.66e-08	3.6400000000000004e-10	2.92e-10	1.08e-10	4	273	AX15-3a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-800	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	800	AX15-3a	u	0	0.0	0.0	-90.0	4	473
