tab	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
Yiming Zhang	This study		0.4	267.9	-74.4	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-02 12:54:33	1.2e-06	5.28e-09	5.11e-09	3.3500000000000002e-09	4	273	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-484	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	484	BD2-4b	u	0	2.9999999999999997e-05	0.0	-90.0	28	823
Yiming Zhang	This study		0.4	252.7	34.4	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-02 17:25:26	4.24e-07	9.49e-10	9.04e-10	2.8100000000000004e-09	4	273	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-485	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	485	BD2-4b	u	0	0.0	0.0	-90.0	29	823
Yiming Zhang	This study		0.4	248.2	37.8	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-03 11:01:10	4.29e-07	1.4000000000000001e-09	1.22e-09	2.7699999999999997e-09	4	273	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-486	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	486	BD2-4b	u	0	0.0	0.0	-90.0	30	826
Yiming Zhang	This study		0.4	266.2	-75.9	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-03 14:27:03	1.17e-06	5.4e-09	5.0900000000000004e-09	2.8300000000000004e-09	4	273	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-487	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	487	BD2-4b	u	0	2.9999999999999997e-05	0.0	-90.0	31	813
Yiming Zhang	This study		0.4	274.7	-79.8	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-14 15:22:35	1.47e-06	6.820000000000001e-09	6.23e-09	2.7e-09	4	273	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-488	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	488	BD2-4b	u	0	2.9999999999999997e-05	0.0	-90.0	32	826
Yiming Zhang	This study		0.3	264.1	-80.8	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-18 14:18:43	1.58e-06	6.2e-09	6.679999999999999e-09	2.57e-09	4	273	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-489	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	489	BD2-4b	u	0	2.9999999999999997e-05	0.0	-90.0	33	829
Yiming Zhang	This study		0.5	251.8	29.6	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-19 10:45:59	3.2799999999999997e-07	1.62e-09	8.690000000000001e-10	2.32e-09	4	273	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-490	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	490	BD2-4b	u	0	0.0	0.0	-90.0	34	829
Yiming Zhang	This study		0.5	249.5	37.0	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-19 14:10:54	3.3e-07	1.6899999999999997e-09	8.26e-10	2.2399999999999997e-09	4	273	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-491	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	491	BD2-4b	u	0	0.0	0.0	-90.0	35	832
Yiming Zhang	This study		0.3	267.5	-81.3	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-20 10:42:11	1.58e-06	6.11e-09	7.13e-09	3.14e-09	4	273	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-492	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	492	BD2-4b	u	0	2.9999999999999997e-05	0.0	-90.0	36	826
Yiming Zhang	This study		0.4	277.4	-83.2	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-20 14:55:32	1.72e-06	7.2199999999999995e-09	7.83e-09	3.3299999999999995e-09	4	273	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-493	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	493	BD2-4b	u	0	2.9999999999999997e-05	0.0	-90.0	37	832
Yiming Zhang	This study		0.3	265.9	-84.3	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-21 08:37:28	1.69e-06	6.8000000000000005e-09	7.53e-09	3.17e-09	4	273	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-494	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	494	BD2-4b	u	0	2.9999999999999997e-05	0.0	-90.0	38	835
Yiming Zhang	This study		0.5	251.9	34.9	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-21 12:23:03	2.9699999999999997e-07	1.8100000000000002e-09	5.95e-10	2.1100000000000004e-09	4	273	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-495	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	495	BD2-4b	u	0	0.0	0.0	-90.0	39	835
Yiming Zhang	This study		0.4	251.1	36.5	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-21 15:27:56	2.89e-07	1.0400000000000001e-09	4.71e-10	1.89e-09	4	273	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-496	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	496	BD2-4b	u	0	0.0	0.0	-90.0	40	838
Yiming Zhang	This study		0.4	272.4	-84.6	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-22 10:31:15	1.74e-06	7.69e-09	7.879999999999998e-09	3.13e-09	4	273	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-497	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	497	BD2-4b	u	0	2.9999999999999997e-05	0.0	-90.0	41	832
Yiming Zhang	This study		0.4	276.2	-83.8	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-22 14:32:49	1.85e-06	8.009999999999999e-09	8.84e-09	3.9e-09	4	273	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-498	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	498	BD2-4b	u	0	2.9999999999999997e-05	0.0	-90.0	42	838
Yiming Zhang	This study		0.4	288.1	-86.7	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-23 11:56:00	1.98e-06	8.88e-09	9e-09	4.15e-09	4	273	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-499	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	499	BD2-4b	u	0	2.9999999999999997e-05	0.0	-90.0	43	843
Yiming Zhang	This study		0.4	253.3	23.2	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-23 15:48:17	1.94e-07	2.42e-10	4.7400000000000006e-11	1.3900000000000002e-09	4	273	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-500	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	500	BD2-4b	u	0	0.0	0.0	-90.0	44	843
Yiming Zhang	This study		0.4	251.4	34.0	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-24 10:45:33	1.78e-07	6.21e-10	2.83e-10	1.24e-09	4	273	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-501	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	501	BD2-4b	u	0	0.0	0.0	-90.0	45	848
Yiming Zhang	This study		0.4	293.3	-86.9	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-24 14:38:27	1.95e-06	9.12e-09	9.07e-09	4.31e-09	4	273	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-502	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	502	BD2-4b	u	0	2.9999999999999997e-05	0.0	-90.0	46	838
Yiming Zhang	This study		0.4	306.2	-87.5	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-25 14:15:20	2.03e-06	1.01e-08	1.01e-08	4.72e-09	4	273	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-503	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	503	BD2-4b	u	0	2.9999999999999997e-05	0.0	-90.0	47	848
Yiming Zhang	This study		0.4	324.1	-88.0	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-26 12:17:02	2.1e-06	1.01e-08	1.02e-08	3.9299999999999995e-09	4	273	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-504	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	504	BD2-4b	u	0	2.9999999999999997e-05	0.0	-90.0	48	853
Yiming Zhang	This study		0.5	250.3	30.3	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-26 15:48:48	1.29e-07	9.379999999999999e-10	3.9699999999999997e-10	8.96e-10	4	273	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-505	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	505	BD2-4b	u	0	0.0	0.0	-90.0	49	853
Yiming Zhang	This study		0.4	250.8	32.1	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-27 12:31:40	1.32e-07	6.18e-10	3.6e-10	8.649999999999999e-10	4	273	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-506	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	506	BD2-4b	u	0	0.0	0.0	-90.0	50	858
Yiming Zhang	This study		0.4	314.9	-87.5	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-28 08:26:23	2.05e-06	9.32e-09	9.429999999999999e-09	3.6200000000000003e-09	4	273	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-507	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	507	BD2-4b	u	0	2.9999999999999997e-05	0.0	-90.0	51	848
Yiming Zhang	This study		0.4	331.1	-88.1	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-30 12:34:38	2.13e-06	9.73e-09	1.04e-08	4.72e-09	4	273	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-508	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	508	BD2-4b	u	0	2.9999999999999997e-05	0.0	-90.0	52	858
Yiming Zhang	This study		0.4	217.8	67.0	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-18 16:35:23	2.5e-06	1.18e-08	9.499999999999999e-09	8.86e-09	4	273	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-509	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	509	BD5-1b	u	0	0.0	0.0	-90.0	0	273
Yiming Zhang	This study		0.4	213.5	66.9	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-19 10:00:19	2.48e-06	9.05e-09	1.29e-08	4.99e-09	4	273	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-510	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	510	BD5-1b	u	0	0.0	0.0	-90.0	1	373
Yiming Zhang	This study		0.4	218.4	66.5	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-19 14:48:43	2.44e-06	7.609999999999998e-09	1.22e-08	5.06e-09	4	273	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-511	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	511	BD5-1b	u	0	2.9999999999999997e-05	0.0	-90.0	2	373
Yiming Zhang	This study		0.3	212.5	66.1	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-20 10:02:24	2.27e-06	5.889999999999999e-09	1.14e-08	4.25e-09	4	273	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-512	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	512	BD5-1b	u	0	2.9999999999999997e-05	0.0	-90.0	3	473
Yiming Zhang	This study		0.3	216.1	66.7	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-20 13:10:59	2.29e-06	6.31e-09	9.41e-09	5.13e-09	4	273	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-513	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	513	BD5-1b	u	0	0.0	0.0	-90.0	4	473
Yiming Zhang	This study		0.3	212.1	67.2	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-20 17:03:47	2.19e-06	5.9499999999999995e-09	8.240000000000001e-09	5.760000000000001e-09	4	273	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-514	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	514	BD5-1b	u	0	0.0	0.0	-90.0	5	573
Yiming Zhang	This study		0.3	213.4	67.1	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-21 11:35:54	2.17e-06	4.4e-09	8.75e-09	5.16e-09	4	273	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-515	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	515	BD5-1b	u	0	2.9999999999999997e-05	0.0	-90.0	6	373
Yiming Zhang	This study		0.3	212.9	66.7	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-21 14:53:39	2.11e-06	6.590000000000001e-09	7.42e-09	6.47e-09	4	273	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-516	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	516	BD5-1b	u	0	2.9999999999999997e-05	0.0	-90.0	7	573
Yiming Zhang	This study		0.3	216.2	66.5	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-22 12:07:44	1.93e-06	5.379999999999999e-09	7.609999999999998e-09	5.41e-09	4	273	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-517	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	517	BD5-1b	u	0	2.9999999999999997e-05	0.0	-90.0	8	673
Yiming Zhang	This study		0.3	211.3	67.7	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-22 14:45:47	2e-06	4.42e-09	7.090000000000001e-09	4.72e-09	4	273	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-518	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	518	BD5-1b	u	0	0.0	0.0	-90.0	9	673
Yiming Zhang	This study		0.3	213.8	68.3	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-23 10:41:55	1.98e-06	4.73e-09	7.27e-09	5.86e-09	4	273	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-519	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	519	BD5-1b	u	0	0.0	0.0	-90.0	10	698
Yiming Zhang	This study		0.3	212.6	67.4	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-23 13:46:19	1.9e-06	4.45e-09	7.659999999999999e-09	5.320000000000001e-09	4	273	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-520	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	520	BD5-1b	u	0	2.9999999999999997e-05	0.0	-90.0	11	573
Yiming Zhang	This study		0.3	216.5	66.7	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-24 01:36:18	1.82e-06	4.73e-09	6.23e-09	6.8099999999999994e-09	4	273	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-521	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	521	BD5-1b	u	0	2.9999999999999997e-05	0.0	-90.0	12	698
Yiming Zhang	This study		0.3	214.1	65.9	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-24 11:37:34	1.73e-06	3.74e-09	5.720000000000001e-09	5.97e-09	4	273	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-522	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	522	BD5-1b	u	0	2.9999999999999997e-05	0.0	-90.0	13	723
Yiming Zhang	This study		0.3	214.9	67.5	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-25 12:20:43	1.83e-06	4.72e-09	6.42e-09	6.779999999999999e-09	4	273	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-523	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	523	BD5-1b	u	0	0.0	0.0	-90.0	14	723
Yiming Zhang	This study		0.3	215.0	68.5	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-25 15:56:36	1.83e-06	5.03e-09	6.859999999999999e-09	7.5e-09	4	273	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-524	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	524	BD5-1b	u	0	0.0	0.0	-90.0	15	748
Yiming Zhang	This study		0.3	213.3	67.1	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-26 10:44:50	1.71e-06	4.28e-09	5.8e-09	6.18e-09	4	273	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-525	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	525	BD5-1b	u	0	2.9999999999999997e-05	0.0	-90.0	16	698
Yiming Zhang	This study		0.3	215.2	66.1	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-26 14:43:31	1.6e-06	4.1600000000000005e-09	5.749999999999999e-09	7.26e-09	4	273	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-526	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	526	BD5-1b	u	0	2.9999999999999997e-05	0.0	-90.0	17	748
Yiming Zhang	This study		0.4	218.3	65.0	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-27 12:17:44	1.49e-06	5.02e-09	5.379999999999999e-09	7.74e-09	4	273	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-527	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	527	BD5-1b	u	0	2.9999999999999997e-05	0.0	-90.0	18	773
Yiming Zhang	This study		0.3	215.9	68.7	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-27 16:15:10	1.67e-06	4.8e-09	5.97e-09	7.54e-09	4	273	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-528	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	528	BD5-1b	u	0	0.0	0.0	-90.0	19	773
Yiming Zhang	This study		0.4	220.6	69.2	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-28 15:52:25	1.63e-06	6.34e-09	5.870000000000001e-09	8.16e-09	4	273	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-529	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	529	BD5-1b	u	0	0.0	0.0	-90.0	20	793
Yiming Zhang	This study		0.4	215.1	66.0	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-29 14:26:46	1.41e-06	5.589999999999999e-09	4.13e-09	6.759999999999999e-09	4	273	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-530	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	530	BD5-1b	u	0	2.9999999999999997e-05	0.0	-90.0	21	748
Yiming Zhang	This study		0.4	217.6	61.1	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-30 10:49:55	1.11e-06	5.04e-09	3.24e-09	6.15e-09	4	273	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-531	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	531	BD5-1b	u	0	2.9999999999999997e-05	0.0	-90.0	22	793
Yiming Zhang	This study		0.5	222.7	58.7	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-30 14:44:04	9.95e-07	5.579999999999999e-09	2.33e-09	6.1e-09	4	273	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-532	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	532	BD5-1b	u	0	2.9999999999999997e-05	0.0	-90.0	23	803
Yiming Zhang	This study		0.4	221.3	66.8	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-30 20:58:30	1.36e-06	6.84e-09	3.88e-09	6.64e-09	4	273	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-533	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	533	BD5-1b	u	0	0.0	0.0	-90.0	24	803
Yiming Zhang	This study		0.4	223.0	68.7	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-01 10:02:26	1.09e-06	5.43e-09	3.45e-09	4.49e-09	4	273	BD5-1b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-534	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	534	BD5-1b	u	0	0.0	0.0	-90.0	25	813
